x	y	label
5.70276919865018	4.5045139642171	1
15.9257277183085	9.19511297776812	1
15.149222981453	9.95891703328563	1
6.59083875775284	-0.851700811359126	2
11.4567748469179	5.72884092399444	1
9.73607540008577	7.29611737909629	1
6.10881843663245	-1.11427271918272	2
6.47067814200452	2.44562743741796	2
8.37044598840485	6.08937372562236	1
2.67836055541173	3.52539678748068	1
11.9126315295216	9.07760636616689	1
4.77720714380134	0.681525759171417	2
7.00737727475116	0.781112905627844	2
2.63121714193619	2.09821365174045	1
8.48109964322107	-3.81791766761907	2
15.2480798481804	8.47079846314839	1
2.18880826763674	4.23456493341586	1
7.35980263047111	-0.263330685997562	2
19.359679232381	10.6953157111399	1
6.51587400773835	0.664413915622841	2
11.5518151485516	3.43519950444733	3
11.0835411076754	7.6728865297758	1
6.71845832495658	5.4613188589124	1
8.26538906368838	6.25984857716125	1
16.0156995358812	9.45664458208239	1
19.1956018142801	11.3177046232275	1
6.28540494651423	6.97524413692993	1
6.7696391360117	-0.891776038610612	2
7.93516558912551	-0.170745719328732	2
8.20771960489436	0.0650361536613708	2
10.7702359548036	7.09510354715702	1
10.0689977389868	7.3270803508265	1
17.2050812749325	9.56812178884932	1
14.2633618914129	8.49317442936308	1
6.46355152502563	-0.856535713632752	2
7.6268260913828	-1.07102499513673	2
10.8436192666019	3.32121258167794	3
6.91995148804806	1.25351567071171	2
5.78201870352658	1.32106554095909	2
16.0306670228394	8.70470244233791	1
7.16949983234129	6.73756492010437	1
10.4259965054809	7.51797269137771	1
6.66159114501484	-0.436359814703495	2
12.3852774253402	4.5490916843379	3
7.65366200896113	-1.66187912886012	2
3.38050289614641	4.68508481976326	1
11.2248716025007	5.83536609812332	3
18.2856781711517	10.6346492445509	1
14.3723212314202	7.44273859775537	1
11.1855044298659	8.50775049331865	1
4.4905525921316	4.46674497050046	1
7.79933423124284	-0.40823398605693	2
7.53376794816944	-1.78311332447155	2
5.2859912561095	1.87622184132759	2
6.12879433815054	2.05835508495263	2
13.0381925113761	3.63609696127859	3
7.79873619111793	-5.16303439845041	2
14.6302418835407	5.49593328651195	3
5.77599101904214	5.26253573094946	1
5.397051114704	6.24243579511839	1
4.38307705607827	3.47744334549343	1
5.7569951500101	1.39010734065209	2
6.84055396782478	-2.30146316702337	2
14.2093162196184	5.04242123961459	3
10.167968599806	4.05655717953172	3
6.55830970551602	-0.622132459217239	2
10.0539359346965	7.44007384412	1
3.2738291979315	3.71152165144299	1
9.38783336578757	6.31959213579349	1
19.7537584855727	10.5040519335928	1
10.9144518905887	4.25782389643014	3
8.07618902059232	-2.10271444894234	2
11.4232199333246	7.37170322997842	1
2.41011730778092	4.01165353871053	1
6.63187901176827	-0.299729883807351	2
8.78963425347764	7.11362972071386	1
3.57605808670226	2.14849659718625	1
6.57206652004795	2.10133786426104	2
7.9114196015878	3.31109361855862	2
8.22965738605982	-1.12830779322558	2
15.2919260226533	10.3152768116918	1
18.6850713421687	10.3363652519992	1
6.0708076290981	3.81774592594743	1
7.16862096371814	6.68021682214577	1
7.23310529342573	0.569282498262377	2
11.2828780127529	4.29924603734322	3
2.81718437222975	3.86772812050626	1
9.99509971959039	2.04729301720237	3
16.9552369328593	8.31880275257073	1
7.98133549089355	-1.93779248425466	2
5.04607094681358	4.28120366912755	1
5.61023961271531	1.1274929870798	2
17.2214836426131	9.69694243449773	1
5.38293062975749	3.50410123446087	1
1.62611619280395	3.9116866203618	1
6.4950783930689	-0.920012978440473	2
11.8783654471902	7.04678459259954	1
12.5366496502207	2.011696621661	3
20.4711605723548	10.4405594569758	1
20.9599977511786	10.9646806406526	1
8.61106478573997	2.13052175935438	2
5.84213120055816	0.664001774612577	2
6.62511785396868	0.263211136733625	2
7.8336159099466	0.20523648073858	2
3.6328471587949	2.24316621944192	1
24.574625556317	12.5535300911533	1
20.8176868045586	10.3058662794706	1
6.66230709966867	2.4933138680361	2
10.8355012673205	3.68763864417026	3
11.5508761717861	8.09534428555491	1
5.75579023413964	0.935242055470352	2
4.55888952979565	1.74893473825888	2
3.77241341123601	4.97830542362152	1
20.9615410782103	11.4548876077291	1
3.52386002483011	4.61065798949995	1
8.95716472487798	6.12604510029536	1
17.7675580461537	10.3982839136445	1
7.10993287658336	0.787005839644389	2
11.1600795402912	6.72377198315154	1
20.5324163921861	11.013246904599	1
9.81736738409212	1.98611623175541	3
14.2246169493735	9.33013131512617	1
2.34172116774432	3.97541262834584	1
10.3658928237913	6.94072309660429	1
8.4351799134276	-1.58393185917049	2
18.1421213295207	9.28748156626084	1
15.8822619342528	9.31497255960064	1
6.36255148293541	5.04218540546298	1
6.19425534467976	2.43165378232804	2
5.67902780269291	-0.892350012120592	2
7.61227951743992	4.72407777111758	1
9.42274472378665	6.66354530160395	1
6.43369843105936	1.07023964346535	2
21.2519747076573	11.9935892164312	1
18.3517438743786	8.61286710030874	1
8.05265558584101	5.27042500224057	1
6.90224753520374	6.37391705773382	1
7.51947202235027	-0.160898425325913	2
6.26650992414842	-0.559498081411635	2
9.16691388782613	2.8087137109286	3
1.73372792146143	2.73858069179541	1
7.07772525373532	1.81180614055239	2
10.7588877533549	7.28650172488794	1
6.04695893235452	1.61021412324083	2
6.00199284691939	5.80250813509398	1
16.0055813508717	8.27829828210022	1
6.96988117547148	0.117434121624246	2
11.7928879940827	6.89334916292592	1
5.83137333140658	0.131590221119283	2
9.51429434039695	2.56261657235186	3
2.63249329434903	3.91502607321867	1
8.37755950672577	5.95597407364529	1
6.94594587000652	-0.974415770338014	2
6.65379249465862	2.66768706814074	2
5.83903917383833	0.559632445940848	2
9.23179050127268	2.71733427201769	3
18.5179672958741	11.0199229556585	1
16.2795909538117	8.59980209096182	1
7.34395037444884	0.781229798851375	2
7.01755018356562	2.11869268214166	2
4.1249796232526	4.73105061209876	1
15.4964269014756	7.64484966275024	1
14.4995903361522	8.74711542367848	1
8.58635673962106	0.811486958281505	2
9.58439092480754	-2.20661535502572	2
5.97675180988517	1.41242634096384	2
7.19870618017013	6.35299606985613	1
7.15846210428521	0.539896894851452	2
10.1992101464977	7.14027684820957	1
6.81759154007645	6.82324370686536	1
9.66036290228997	6.02089163425987	1
6.83936699680426	-1.3738419192996	2
9.91160544716778	5.98184057568828	1
6.04927397006903	5.82562157898037	1
8.68579769466343	5.33046668521985	1
4.07695547556352	3.24726420168595	1
11.4670286333405	3.95900105687861	3
6.17183606085401	6.55615774464309	1
10.1082120407871	3.95781764076651	3
12.3094001873848	7.54929421687903	1
8.69653733980993	-2.93513078963741	2
3.5954508978581	3.0398812296487	1
5.76752183782594	1.89965063200818	2
12.8245162715735	9.12264780030367	1
6.93989525677601	2.88561877805149	2
5.28431540603569	1.8653262383868	2
2.50630530947961	4.03984934045134	1
7.39484998613422	3.22022169070941	2
11.1564639285249	7.57150181350103	1
20.1351057935626	10.4802435081375	1
19.90735242832	10.3027179522458	1
22.0719885697781	11.560786436151	1
6.51958212880984	4.03612294509286	1
10.4683923561842	7.93848492567745	1
3.47963992543551	4.64266549356515	1
23.8907504644836	12.3990494401588	1
6.72416626191462	1.15482878484896	2
7.04489356591739	1.50805351908149	2
6.22952277417355	5.37344860088488	1
6.6430117482188	0.492884871287162	2
4.33387125216599	3.13121816095914	1
9.52812092957565	6.55420331939674	1
12.8679031082813	8.32278270477001	1
18.2689381275897	8.13459752117999	1
6.77638274670603	1.86736269236065	2
16.9359894880871	9.57653661169221	1
5.51289782043392	6.60211900216147	1
7.80274444654573	1.76968914361977	2
2.495212714816	4.36681374809562	1
10.5857834883723	3.06266412912597	3
7.64182173579099	-0.230632737912825	2
5.96426847743271	5.7696104946151	1
7.8961450553155	0.0221458213254921	2
5.56976555531089	-0.365643534254281	2
8.73951925266244	5.72184091208038	1
7.75127071732139	-2.53122560533648	2
10.1222123772386	4.63294523508639	3
6.47846648052841	4.25963728977283	1
7.02264901914138	0.88092726436003	2
4.99159044788709	5.6458350240834	1
2.75281361076599	3.07196638533507	1
5.73216795197229	2.28405391423525	2
3.32251965310397	3.60011828057855	1
14.1203382658017	5.68444475704207	3
14.3280690299264	9.98150596216601	1
6.16886930294377	-1.84782183141465	2
6.76324259474336	0.657589987040742	2
6.4217841607792	-0.622969708180273	2
10.3717379219005	3.62962747418687	3
2.49352208080884	3.60120132923542	1
7.77124043482853	-2.75971578883067	2
14.5118893841497	4.89497579782047	3
5.21933958133789	1.6923362437723	2
7.09626505587283	6.73010404892699	1
27.0212515745237	11.210676759763	1
10.3288962978087	6.88124989062762	1
6.01625831295361	6.55972725233313	1
8.42841939586039	6.94541122355414	1
7.23126673807121	-0.128820239148669	2
6.90170275867034	2.8381294929321	2
6.64293009220282	5.84561574605016	1
7.79428317206474	1.77383874304201	2
6.9395556031647	-0.366836498449538	2
5.56359173196703	5.4159727144082	1
6.57682255938255	5.00806158000125	1
6.69204340205211	0.702018278249043	2
14.1926420871309	8.18249489452535	1
6.48682866716849	0.995940631916455	2
5.98789539664855	0.798091383271571	2
12.7184287686992	8.79666654981116	1
6.42008306678041	5.81584025524615	1
2.35882446631478	4.03909046071832	1
3.64162238917485	4.20931834624196	1
7.71581608670561	0.482044519537598	2
6.75129361457491	1.34657876080157	2
6.39428403976964	0.297718498457336	2
5.33053990641344	-0.292020801664381	2
7.10563493508438	1.6540356815106	2
6.01620890243833	6.47739056896481	1
14.1877395581791	7.7623279301067	1
9.38904859981307	7.12273161618434	1
21.6117485899008	11.8201637609812	1
2.72458778937639	3.81787859835783	1
12.6426938292391	3.96706353292826	3
6.43743495480041	0.239858916186189	2
5.93712788864016	-0.403495365320188	2
5.26320063836123	-0.177707720692908	2
2.10026970776265	4.90648931114826	1
6.91226957700636	6.93470029036487	1
12.0686911614758	7.60524096846623	1
13.6207081008781	3.74205731521003	3
6.9080614472985	2.13946450422327	2
2.34580963984277	2.96467608588086	1
11.4304764899988	3.27772191032559	3
15.5491072328876	8.11315438083098	1
8.15809754898287	5.14355052532637	1
4.4916762474768	4.62633244963201	1
6.55017878873748	1.86124058001614	2
14.2060083931854	6.7310710777007	1
10.3990492339614	2.74010666868922	3
8.29613954770808	-2.34342591933776	2
11.1664734831268	4.32787766958043	3
8.04404172186158	6.58387256221989	1
13.3525672837362	7.49483583875585	1
7.69321665147917	0.579216177941699	2
7.41462401269286	-1.13300291400891	2
8.97903952803336	7.61523890154267	1
6.18541396960053	4.83127454899458	1
6.06633943773349	4.73058534153913	1
11.2802131277443	6.38847135774287	1
7.53659771789644	0.209518041769845	2
8.3886739969312	4.0550216122146	3
14.2243142464174	8.65789786246035	1
5.68961793200725	1.16022800497739	2
6.08705417466844	1.54483826502109	2
6.37032337338352	5.22068405155248	1
5.17342128405745	6.22887843737542	1
5.89737481492872	4.2080149852825	1
6.99374937977793	-0.0620517011151327	2
5.57562632657172	0.0904683602182736	2
14.7842867952342	9.14120631033573	1
6.33492418818693	1.37954986673551	2
4.63425236773702	4.47719993816154	1
14.5751021296809	5.16297492197132	3
10.0881908291139	1.87332965711133	3
28.3197925506945	13.3586494017807	1
5.13948064387943	4.43038476014851	1
5.03718521864119	6.76725967657957	1
8.64992030246092	-1.51780445242912	2
8.95884487506436	5.42343642310479	1
13.5376440117578	9.48516598823764	1
6.0367000579255	0.650321133145687	2
7.06592189033535	1.02616476487094	2
6.36162676457539	1.8503226365746	2
13.9757880066306	8.19628100348604	1
6.28504514537616	-0.232030709902289	2
6.56102286901559	1.18773246732613	2
4.73603305098832	5.55155791688108	1
4.94550134615948	5.41168767130098	1
6.07897010103959	0.0229230972678911	2
7.07393718422686	0.505491979303917	2
5.93249419863452	1.83777857916741	2
21.9828206652428	12.366876897015	1
6.69985969607509	0.688332775752315	2
2.76497018797756	3.8962241648705	1
6.09137659243486	1.63631549442578	2
6.71100997667741	2.49667856795707	2
6.67976632886763	1.39184893783088	2
6.6062038795668	4.20784765119438	1
5.72958625804004	0.774005721822234	2
9.52658730915423	2.48618474331664	3
6.57910178723049	1.3243400601035	2
11.7571631569825	8.42990568212313	1
5.07500192027813	4.65783552708954	1
10.260335856998	4.1368123099485	3
6.57014515275598	1.73378847993329	2
6.87764806202864	1.26288049405479	2
5.65015009174144	2.42767149862328	2
5.8480046870968	2.03396073735484	2
3.47476494663639	3.80238101669791	1
6.28962796439004	1.88867281838627	2
6.19079607237514	5.53097734542397	1
11.8888554580869	3.41581413306459	3
17.1426589693056	9.9616758623708	1
28.3515737940168	13.289658678964	1
7.48448638303634	0.629978736043615	2
6.88943809267291	0.687876966171318	2
14.9201297304347	8.29411098461555	1
8.85812785377097	-3.65672831194272	2
7.84099624255251	0.394600923364086	2
6.93699824753046	-0.742105819640736	2
6.43689357613939	0.378646242789157	2
12.5164305236671	7.08132718865061	1
5.79565751762127	4.63789236682061	1
11.1625161376422	3.03454715211031	3
2.03286787647185	2.47755513685003	1
5.49819466078557	4.82559807085917	1
7.52657149036812	0.694767614912283	2
7.57523650491904	-0.795352886699715	2
5.75481675666032	-0.424882965431466	2
8.0453162257227	-2.91816970480792	2
7.47108443448755	-0.066506853324066	2
7.82532584929739	-0.144476863006814	2
7.22909631336665	2.1494252340294	2
6.47125381229833	-0.332312958880632	2
6.11147381835975	5.30756084026236	1
6.9962981121113	2.06005974841135	2
9.56573863089393	1.68284984629433	3
2.79547362319371	4.15694664941532	1
3.50268455111168	5.61094145510902	1
18.3088845737429	10.2744091842512	1
10.6867072443668	-5.01556089345254	2
8.27134818032017	7.50048177811095	1
6.55139119217893	-1.37482484540527	2
7.29986713658601	5.8886143721034	1
6.68856009311737	-0.0526529761198749	2
5.48829886490438	6.06245803395177	1
3.4916992864571	6.2239055648893	1
7.65483807417947	5.1781614768014	1
12.6763908503798	4.73605798539538	3
17.7088133712212	9.17484760332389	1
6.54854067166039	2.8189341327682	2
11.9868203449115	4.33164679041907	3
7.92198673678353	1.06650707035766	2
22.7673136939279	10.8923369246957	1
6.78113732276061	1.90663977009819	2
5.58731170869574	6.07391786657807	1
12.1590738665803	7.90585864972293	1
7.03913647668519	-1.98363370822625	2
10.7091783473589	3.34573046938371	3
14.7178274327781	9.46529509665763	1
7.57334775981216	2.0662270341584	2
7.21321529477692	0.717957334996353	2
5.57718511856419	5.86674365468402	1
6.27407606496037	2.38268427149365	2
2.3757216335218	4.51642921689861	1
7.3980593328603	1.39634148405547	2
15.8581912291609	7.74844915769275	1
6.60203880095572	1.08528422693279	2
3.04181524671778	4.41323418382107	1
6.67867327151097	1.12774899736245	2
13.8737746658937	8.13165986475034	1
5.72317509802204	1.22551110489708	2
6.74926112687037	1.13138133501605	2
6.70676325412158	0.654871727704798	2
2.49634346076881	3.98974328029641	1
8.92768671704305	7.75383426786316	1
5.87436913763148	0.784603396437173	2
11.1476849194433	3.14522626909827	3
11.0612134804165	8.09104476288779	1
6.55038924648938	0.235042318770596	2
8.39603163413667	1.23819824255153	3
6.15954685904844	2.782871862274	2
7.30504024179875	0.628533898938018	2
8.08119316966141	6.29377994576849	1
6.06239143245636	0.459698485087845	2
12.3822574263237	3.66240929090424	3
7.33340615692793	-0.445168955345929	2
7.83027506814999	0.188219747180032	2
11.7135063248537	2.48109525359749	3
4.29717895136705	3.85428868830011	1
8.28597879947035	0.939836833984794	2
4.63287597318731	4.62794589329442	1
21.2508314443702	10.7973240466256	1
12.1343460935508	8.06388489124938	1
6.9004878012005	5.3322381607192	1
6.95529395156227	2.53610125211548	2
